0.000000,1.000000,0.000417
0.001000,1.070700,0.003438
0.002000,1.100000,0.014067
0.003000,1.070700,0.038971
0.004000,1.000000,0.083866
0.005000,0.929290,0.151487
0.006000,0.900000,0.240816
0.007000,0.929290,0.347409
0.008000,1.000000,0.464532
0.009000,1.070700,0.584668
0.010000,1.100000,0.700874
0.011000,1.070700,0.807627
0.012000,1.000000,0.901030
0.013000,0.929290,0.978570
0.014000,0.900000,1.038758
0.015000,0.929290,1.080946
0.016000,1.000000,1.105433
0.017000,1.070700,1.113710
0.018000,1.100000,1.108556
0.019000,1.070700,1.093779
0.020000,1.000000,1.073573
0.021000,0.929290,1.051705
0.022000,0.900000,1.030876
0.023000,0.929290,1.012515
0.024000,1.000000,0.997068
0.025000,1.070700,0.984560
0.026000,1.100000,0.975117
0.027000,1.070700,0.969136
0.028000,1.000000,0.967070
0.029000,0.929290,0.968989
0.030000,0.900000,0.974228
0.031000,0.929290,0.981399
0.032000,1.000000,0.988793
0.033000,1.070700,0.994991
0.034000,1.100000,0.999347
0.035000,1.070700,1.002089
0.036000,1.000000,1.003981
0.037000,0.929290,1.005758
0.038000,0.900000,1.007640
0.039000,0.929290,1.009217
0.040000,1.000000,1.009747
0.041000,1.070700,1.008685
0.042000,1.100000,1.006106
0.043000,1.070700,1.002779
0.044000,1.000000,0.999820
0.045000,0.929290,0.998131
0.046000,0.900000,0.997944
0.047000,0.929290,0.998736
0.048000,1.000000,0.999563
0.049000,1.070700,0.999625
0.050000,1.100000,0.998725
0.051000,1.070700,0.997367
0.052000,1.000000,0.996435
0.053000,0.929290,0.996639
0.054000,0.900000,0.998076
0.055000,0.929290,1.000136
0.056000,1.000000,1.001841
0.057000,1.070700,1.002396
0.058000,1.100000,1.001642
0.059000,1.070700,1.000144
0.060000,1.000000,0.998858
0.061000,0.929290,0.998571
0.062000,0.900000,0.999452
0.063000,0.929290,1.000953
0.064000,1.000000,1.002146
0.065000,1.070700,1.002270
0.066000,1.100000,1.001188
0.067000,1.070700,0.999471
0.068000,1.000000,0.998070
0.069000,0.929290,0.997763
0.070000,0.900000,0.998698
0.071000,0.929290,1.000308
0.072000,1.000000,1.001643
0.073000,1.070700,1.001923
0.074000,1.100000,1.000994
0.075000,1.070700,0.999415
0.076000,1.000000,0.998128
0.077000,0.929290,0.997906
0.078000,0.900000,0.998895
0.079000,0.929290,1.000530
0.080000,1.000000,1.001866
0.081000,1.070700,1.002127
0.082000,1.100000,1.001165
0.083000,1.070700,0.999545
0.084000,1.000000,0.998215
0.085000,0.929290,0.997950
0.086000,0.900000,0.998902
0.087000,0.929290,1.000508
0.088000,1.000000,1.001822
0.089000,1.070700,1.002070
0.090000,1.100000,1.001103
0.091000,1.070700,0.999484
0.092000,1.000000,0.998160
0.093000,0.929290,0.997905
0.094000,0.900000,0.998869
0.095000,0.929290,1.000487
0.096000,1.000000,1.001812
0.097000,1.070700,1.002070
0.098000,1.100000,1.001111
0.099000,1.070700,0.999497
0.100000,-0.000000,0.997760
0.101000,-0.070711,0.994515
0.102000,-0.100000,0.985072
0.103000,-0.070711,0.962595
0.104000,0.000000,0.920914
