0.105000,0.070711,0.856748
0.106000,0.100000,0.770605
0.107000,0.070711,0.666531
0.108000,-0.000000,0.551004
0.109000,-0.070711,0.431438
0.110000,-0.100000,0.314801
0.111000,-0.070711,0.206749
0.112000,0.000000,0.111377
0.113000,0.070711,0.031435
0.114000,0.100000,-0.031347
0.115000,0.070711,-0.076101
0.116000,-0.000000,-0.102946
0.117000,-0.070711,-0.113234
0.118000,-0.100000,-0.109662
0.119000,-0.070711,-0.096006
0.120000,0.000000,-0.076469
0.121000,0.070711,-0.054864
0.122000,0.100000,-0.033957
0.123000,0.070711,-0.015262
0.124000,-0.000000,0.000692
0.125000,-0.070711,0.013795
0.126000,-0.100000,0.023852
0.127000,-0.070711,0.030406
0.128000,-0.000000,0.032962
0.129000,0.070711,0.031427
0.130000,0.100000,0.026453
0.131000,0.070711,0.019430
0.132000,0.000000,0.012079
0.133000,-0.070711,0.005838
0.134000,-0.100000,0.001375
0.135000,-0.070711,-0.001514
0.136000,0.000000,-0.003574
0.137000,0.070711,-0.005520
0.138000,0.100000,-0.007555
0.139000,0.070711,-0.009261
0.140000,0.000000,-0.009890
0.141000,-0.070711,-0.008893
0.142000,-0.100000,-0.006348
0.143000,-0.070711,-0.003026
0.144000,-0.000000,-0.000050
0.145000,0.070711,0.001672
0.146000,0.100000,0.001902
0.147000,0.070711,0.001158
0.148000,0.000000,0.000377
0.149000,-0.070711,0.000357
0.150000,-0.100000,0.001291
0.151000,-0.070711,0.002674
0.152000,0.000000,0.003623
0.153000,0.070711,0.003426
0.154000,0.100000,0.001989
0.155000,0.070711,-0.000077
0.156000,-0.000000,-0.001793
0.157000,-0.070711,-0.002360
0.158000,-0.100000,-0.001619
0.159000,-0.070711,-0.000133
0.160000,-0.000000,0.001142
0.161000,0.070711,0.001419
0.162000,0.100000,0.000532
0.163000,0.070711,-0.000973
0.164000,0.000000,-0.002168
0.165000,-0.070711,-0.002291
0.166000,-0.100000,-0.001207
0.167000,-0.070711,0.000513
0.168000,0.000000,0.001917
0.169000,0.070711,0.002228
0.170000,0.100000,0.001297
0.171000,0.070711,-0.000311
0.172000,0.000000,-0.001643
0.173000,-0.070711,-0.001922
0.174000,-0.100000,-0.000992
0.175000,-0.070711,0.000587
0.176000,0.000000,0.001874
0.177000,0.070711,0.002096
0.178000,0.100000,0.001106
0.179000,0.070711,-0.000530
0.180000,0.000000,-0.001867
0.181000,-0.070711,-0.002129
0.182000,-0.100000,-0.001168
0.183000,-0.070711,0.000451
0.184000,-0.000000,0.001781
0.185000,0.070711,0.002046
0.186000,0.100000,0.001094
0.187000,0.070711,-0.000512
0.188000,0.000000,-0.001826
0.189000,-0.070711,-0.002074
0.190000,-0.100000,-0.001106
0.191000,-0.070711,0.000513
0.192000,-0.000000,0.001837
0.193000,0.070711,0.002092
0.194000,0.100000,0.001129
0.195000,0.070711,-0.000489
0.196000,0.000000,-0.001815
0.197000,-0.070711,-0.002072
0.198000,-0.100000,-0.001113
0.199000,-0.070711,0.000500
0.200000,0.000000,0.001821
